1,Air,1
2,Communications,0
3,Cyber Defence,1
4,Data Centric Security,0
5,Future Core Services,0
6,Friendly Force Tracking,0
7,FMN Core Services,0
8,FMN Exercise,0
9,"Geographical, Meteorological and Oceanographic Information",0
10,"Joint Intelligence, Surveillance and Reconnaissance",0
11,Land,1
12,Logistics - Medical - Movement & Transportation,0
13,Modelling & Simulation,0
14,Maritime,1
15,Multilateral Interoperability Programme,0
16,Operational Command,0
17,Space,1
18,Tactical Data Links,0
