491,7
492,12
493,12
494,12
495,12
496,12
497,12
498,12
499,12
500,2
501,12
502,12
503,11
504,11
505,12
506,12
507,12
508,12
509,12
510,12
511,12
512,12
513,12
514,12
515,11
516,11
517,11
586,9
586,7
518,11
519,7
520,12
521,11
522,12
523,12
524,12
525,12
526,12
527,12
528,12
529,12
530,12
531,12
532,12
533,12
534,12
535,12
536,12
537,12
538,11
539,11
540,12
541,12
542,12
543,12
544,12
545,11
546,11
547,12
548,12
549,12
550,9
550,7
550,5
551,9
551,7
551,5
552,12
553,1
553,11
553,7
554,11
555,4
555,1
556,12
557,12
558,12
559,12
560,12
561,12
562,12
563,12
564,12
565,12
566,11
567,12
568,12
569,12
570,12
571,12
572,11
573,12
574,12
575,12
576,12
577,9
577,7
578,11
579,7
580,12
581,7
582,2
583,4
584,7
585,7
587,12
588,2
589,12
590,12
591,4
592,4
593,11
594,12
595,11
595,5
596,4
596,7
597,4
597,7
598,4
598,7
599,12
600,12
601,12
602,12
603,12
604,12
605,12
606,12
607,12
608,12
609,12
610,12
611,12
612,12
613,12
614,11
615,12
616,11
617,12
618,12
619,11
620,12
621,12
622,12
623,12
624,12
625,12
626,12
627,12
628,12
629,12
630,12
631,12
632,12
633,12
634,12
635,12
636,1
637,12
638,12
639,12
640,12
641,12
642,4
643,12
644,12
645,12
646,12
647,12
648,12
649,12
650,12
651,12
652,12
653,12
654,12
655,11
656,13
657,12
658,12
659,12
660,12
661,12
662,12
663,11
664,12
665,11
666,12
667,12
668,12
669,11
670,12
671,12
672,12
673,12
674,11
675,12
676,12
677,12
678,12
679,12
680,11
681,12
682,9
683,4
683,11
684,12
685,12
686,6
687,11
688,6
689,6
690,6
691,12
692,12
693,12
694,12
695,12
696,11
697,12
698,12
699,12
700,12
701,12
702,12
703,2
704,12
705,12
706,12
707,12
708,12
709,12
710,12
711,12
712,12
713,12
714,12
715,12
716,11
717,12
718,11
719,11
720,12
721,12
722,6
723,12
724,12
725,12
726,4
726,11
727,12
728,12
729,12
730,4
731,12
732,12
733,12
734,12
735,12
736,12
737,12
738,12
739,12
740,11
740,7
740,5
741,11
742,12
743,12
744,12
745,12
746,4
747,11
748,12
749,12
750,11
751,12
752,1
753,12
754,12
755,12
756,11
756,7
757,12
758,11
759,12
760,13
761,12
762,11
763,11
764,11
765,12
766,11
767,12
768,12
769,11
770,11
771,11
771,7
772,12
773,12
774,11
775,12
776,12
777,12
778,12
779,11
780,12
781,4
782,12
783,12
784,12
785,12
786,12
787,12
788,12
789,11
789,7
790,12
791,11
792,12
793,12
794,12
795,1
796,1
797,13
798,1
799,12
800,12
801,12
802,11
803,1
804,12
805,11
806,12
807,9
808,6
809,12
810,6
811,12
812,6
813,12
814,12
815,12
816,11
817,12
818,12
819,11
820,6
821,12
822,2
823,12
824,6
825,12
826,6
827,2
828,6
829,6
830,12
831,2
832,2
833,6
834,12
835,2
836,6
837,2
838,2
839,12
840,12
841,12
842,12
843,4
844,2
845,12
846,12
847,6
848,12
849,12
850,12
851,11
852,12
853,2
854,12
855,2
856,12
857,9
857,11
858,12
859,12
860,12
861,9
861,11
862,12
863,6
864,6
865,12
866,12
867,12
868,12
869,12
870,12
871,12
872,12
873,12
874,12
875,12
876,12
877,12
878,12
879,12
880,12
881,1
882,12
883,12
884,12
885,12
886,6
887,12
888,12
889,6
890,12
891,12
892,12
893,12
894,12
895,12
896,6
897,12
898,12
899,12
900,6
901,11
902,11
903,12
904,12
905,12
906,12
907,12
908,12
909,12
910,12
911,12
912,12
913,12
914,12
915,12
916,12
917,12
918,12
919,12
920,12
922,12
923,7
924,12
925,1
926,12
927,11
928,12
929,12
930,12
931,12
932,12
933,12
934,12
935,1
936,12
937,7
938,11
939,12
940,1
941,12
942,12
943,12
944,4
945,12
946,1
947,12
948,12
949,12
950,2
951,12
952,12
953,12
954,12
955,12
956,7
957,12
958,12
959,12
960,4
961,12
962,11
963,12
964,12
965,12
966,12
967,12
968,1
968,11
969,12
970,12
971,12
972,11
973,11
974,12
975,12
976,12
977,6
978,12
979,12
980,11
980,7
981,12
982,12
983,12
984,4
984,11
985,12
986,12
987,11
988,6
989,12
990,12
991,12
992,9
992,11
1041,12
1802,12
1353,12
1411,12
1495,12
1496,12
1497,12
1498,11
1499,11
1500,12
1501,12
1502,12
1503,12
1504,12
1505,11
1506,12
1507,12
1508,12
1509,12
1510,11
1511,11
1512,12
1513,12
1514,12
1515,12
1516,12
1517,12
1518,12
1519,3
1520,12
1521,11
1522,12
1523,11
1524,11
1524,7
1525,12
1526,11
1527,12
1528,12
1529,11
1530,12
1531,12
1532,11
1533,12
1534,12
1535,11
1536,12
1537,12
1538,11
1539,11
1540,12
1541,12
1542,12
1543,12
1544,12
1545,11
1545,7
1545,5
1546,12
1547,7
1548,11
1549,12
1550,11
1551,12
1552,4
1553,11
1554,11
1555,11
1556,11
1557,12
1558,11
1559,11
1560,12
1561,7
1562,7
1563,12
1564,12
1565,12
1566,11
1567,1
1568,12
1569,12
1570,12
1571,1
1572,12
1573,1
1574,4
1575,7
1576,12
1577,11
1578,12
1579,7
1580,12
1581,7
1582,2
1583,11
1584,4
1585,11
1586,2
1587,11
1588,12
1589,12
1590,12
1591,12
1592,12
1593,12
1594,12
1595,12
1596,7
1597,12
1598,2
1599,11
1600,1
1601,11
1601,7
1602,6
1603,12
1604,12
1605,1
1605,2
1606,12
1607,12
1608,10
1609,12
1610,4
1611,12
1612,11
1613,12
1614,12
1615,10
1616,11
1617,12
1618,1
1619,12
1620,12
1621,7
1622,12
1623,7
1624,12
1625,9
1625,10
1626,12
1627,12
1628,11
1629,12
1630,7
1631,4
1632,1
1633,9
1633,10
1634,12
1635,7
1636,9
1636,10
1637,1
1638,12
1639,9
1640,12
1641,11
1642,12
1643,12
1644,12
1645,12
1646,11
1647,12
1648,12
1649,11
1650,4
1651,12
1652,12
1653,12
1654,12
1655,12
1656,12
1657,12
1658,1
1659,12
1660,12
1661,4
1662,4
1663,12
1664,12
1665,1
1666,12
1667,12
1668,12
1669,12
1670,12
1671,12
1672,11
1673,12
1674,12
1675,7
1676,12
1677,12
1678,12
1679,11
1680,7
1681,2
1682,2
1683,2
1684,11
1685,12
1686,12
1687,12
1688,12
1689,12
1690,12
1691,11
1692,7
1693,7
1694,12
1695,1
1696,12
1697,12
1698,12
1699,11
1700,12
1701,7
1702,12
1703,7
1704,7
1705,7
1706,12
1707,12
1708,12
1709,12
1710,12
1711,11
1712,11
1713,11
1714,11
1715,12
1716,12
1717,12
1718,12
1719,12
1720,12
1721,12
1722,12
1723,12
1724,12
1725,12
1726,12
1727,12
1728,12
1729,12
1730,12
1731,12
1732,12
1733,11
1734,12
1735,12
1736,12
1737,12
1738,11
1739,7
1740,12
1741,12
1742,12
1743,12
1744,12
1745,12
1746,12
1747,12
1748,12
1749,12
1750,12
1751,12
1752,12
1753,11
1754,12
1755,12
1756,1
1757,12
1758,12
1759,12
1760,12
1761,12
1762,12
1763,12
1764,12
1765,12
1766,12
1767,12
1768,12
1769,12
1770,12
1771,11
1772,12
1773,11
1774,12
1775,12
1776,11
1777,11
1778,11
1779,11
1780,11
1781,11
1782,12
1783,12
1784,12
1785,12
1786,12
1787,12
1788,12
1789,12
1790,12
1791,12
1792,12
1793,12
1794,12
1795,12
1796,12
1797,12
1798,12
1799,12
1800,12
1801,12
1803,12
1804,12
1805,12
1806,12
1807,12
1808,12
1809,12
1810,12
1811,12
1812,12
1813,1
1814,11
1815,6
1816,4
1817,6
1818,13
1819,6
1820,4
1821,12
1822,12
1823,12
1824,12
1825,12
1826,4
1827,12
1828,12
1829,12
1830,12
1831,12
1832,6
1833,12
1834,11
1835,11
1836,11
1837,12
1838,12
1839,11
1840,12
1841,12
1842,12
1843,12
1844,11
1845,12
1846,12
1847,11
1848,11
1849,12
1850,11
1851,12
1852,12
1853,12
1854,12
1855,12
1856,12
1857,1
1857,2
1858,1
1859,1
1860,12
1861,12
1862,12
1863,12
1864,12
1865,12
1866,12
1867,7
1868,12
1869,12
1870,11
1871,12
1872,12
1873,12
1874,12
1875,12
1876,11
1877,11
1878,12
1879,12
1880,12
1881,12
1882,12
1883,12
1884,12
1885,12
1886,11
1887,12
1888,12
1889,12
1890,12
1891,12
1892,12
1893,12
1894,12
1895,11
1895,7
1896,12
1897,11
1898,12
1899,12
1900,12
1901,12
1902,12
1903,12
1904,12
1905,7
1906,7
1907,7
1908,12
1909,7
1910,4
1911,2
1912,2
1913,2
1914,2
1915,2
1916,2
1917,2
1918,2
1919,2
1920,2
1921,2
