20742,1
13052,3
25795,3
25083,5
26930,5
30865,6
25569,6
13407,7
2262,7
36,9
5485,10
6352,12
1711,16
26180,18
15009,19
9539,19
15205,21
3002,22
6096,22
13263,23
11433,23
6031,25
2799,25
5011,26
30439,26
25269,27
25275,27
7867,28
27184,29
8571,29
18618,30
20566,30
29633,31
25572,31
6685,33
3317,34
25562,35
18063,35
10296,36
29961,36
1180,40
1557,42
29377,42
23100,45
1226,46
14783,46
11870,47
22466,47
3484,50
21552,50
4437,51
31335,52
31504,53
19636,56
18103,57
3998,57
9772,58
27889,58
25456,60
2851,62
14016,63
17375,63
30684,64
12816,64
23201,66
2043,68
29470,72
30930,73
57,74
1312,76
18858,76
30090,77
14005,77
8704,79
20848,82
26112,84
26659,85
28566,85
11205,87
9818,87
11363,89
28416,89
683,91
18965,92
5139,92
26113,93
11798,94
24291,95
3576,95
10537,96
8150,96
29890,97
12126,98
9462,101
12006,102
12957,103
25507,103
30945,106
4978,107
22522,107
31193,109
26084,110
11763,111
8846,111
26038,112
2303,112
29482,114
5329,114
18769,116
1412,119
30594,119
683,120
14767,121
30565,123
25673,124
7693,124
16733,125
9762,125
18228,128
18384,130
15635,130
29883,131
14838,135
4347,135
10517,136
16110,136
10465,137
30775,137
11735,138
9262,138
7058,142
14007,142
26807,144
24137,145
8324,145
24487,146
28499,146
1572,148
30344,148
27236,149
24725,149
15378,150
29052,150
23224,152
9077,152
17271,154
16074,156
16880,156
28829,157
7723,157
24768,158
12333,159
1138,159
5438,160
22778,161
24726,161
19615,163
6184,163
30216,164
13974,165
7943,166
31292,166
1294,169
29501,169
20845,171
12273,172
13598,173
17775,173
23503,175
28592,175
2290,176
17564,176
12397,177
28911,179
10686,179
2834,180
28289,181
23675,181
27079,182
18098,183
23065,184
27443,186
16328,186
17401,189
19750,189
4014,191
30588,191
17054,192
5466,193
25355,194
20904,195
663,196
22514,196
16954,197
22715,197
301,198
18542,198
20354,199
10271,200
14686,200
19736,201
11093,201
24400,202
23864,202
13220,204
11051,204
8877,205
26552,205
15966,207
24873,208
3614,208
21637,209
30914,211
24427,212
6241,212
8245,213
10418,214
8632,214
11215,215
6247,215
7549,216
17777,217
14208,217
29511,220
10027,220
16168,224
7866,225
8928,227
16370,227
29677,228
9811,229
9249,230
3017,231
1719,232
17774,232
15000,233
26355,233
8232,235
19079,235
24941,236
12546,236
26081,237
897,237
15460,240
22567,242
9871,242
2693,243
24884,243
10932,244
21646,244
19052,247
17772,248
426,248
19912,249
21218,249
8909,250
6366,250
21867,251
16597,251
20900,252
14750,252
17317,253
5855,253
19310,254
1345,254
16036,256
13472,257
3902,257
12890,258
14635,258
24064,260
15287,260
6709,261
2790,263
27640,265
9671,267
21774,267
23917,269
10472,269
12381,273
8180,274
19850,274
10646,275
14908,276
2538,277
19622,277
2863,278
6629,279
10600,279
13576,280
14579,281
29554,281
583,282
21054,282
5216,283
12972,286
31550,286
3501,287
4829,290
18232,291
27517,292
27384,292
18468,293
27949,293
23091,294
6322,294
23600,295
30943,296
9077,296
30898,297
2916,297
21564,298
12071,298
7186,299
1060,300
13243,300
10371,302
29964,303
2478,307
7321,307
26145,312
328,313
22041,313
10295,315
24683,315
11216,316
30283,318
15410,318
11320,319
25100,319
5172,320
18840,321
6993,322
3677,322
22668,323
11771,323
326,325
18,326
30267,328
16820,329
23394,332
510,332
16198,334
4326,334
19079,335
30674,336
4704,338
9019,339
4010,341
30558,341
17511,344
25228,345
22345,347
15616,347
21677,348
21499,348
3240,349
31211,349
15541,351
23584,352
4042,353
21032,354
2787,355
16949,358
7733,358
22887,360
13212,360
12247,361
1848,362
11091,364
5734,365
12870,365
28282,367
2903,367
7617,368
25889,369
22652,369
4441,370
4102,370
12937,371
1265,371
7283,372
7113,374
30816,374
12893,375
4561,376
22406,377
19235,378
7891,378
5265,379
3324,379
29371,380
25051,381
19835,383
198,383
18427,384
13077,384
27238,387
31273,387
28533,389
6807,390
29389,391
15664,391
4596,392
28567,393
18235,394
27014,394
26572,396
24587,398
24040,398
5411,399
18088,399
30893,401
7988,401
15428,402
7027,403
7208,405
28000,405
18108,406
12171,406
29426,407
11178,408
5087,408
13486,409
5128,413
23004,414
24869,415
24415,416
28832,416
20716,417
18384,419
22721,420
4023,420
29022,423
18777,423
24063,424
20694,425
14825,425
16744,426
24842,426
1055,427
12634,427
23827,428
28685,430
20087,431
30867,432
5269,434
3501,435
4477,435
11642,439
16644,439
12908,440
6118,440
4221,441
12512,443
27675,443
15026,444
3219,444
9117,445
4675,445
18396,449
25663,450
30290,450
9356,451
18127,453
22103,454
1757,454
12713,455
25355,457
12323,458
10425,459
25919,459
4895,460
296,460
288,461
2290,461
13706,462
28809,466
7320,468
14941,468
12657,469
21118,469
15291,470
20185,471
21785,477
5687,477
25975,481
12962,482
26977,482
29188,483
20289,484
4573,485
1606,485
13873,486
15275,486
27488,487
2118,489
14636,489
1941,490
10418,491
3619,492
2714,492
21166,493
4763,493
29239,494
7300,494
26248,496
12161,496
19356,498
29793,498
939,499
6245,501
15261,501
30492,502
14161,502
1049,504
10334,504
23970,506
16889,510
17003,510
26481,511
28986,512
6460,512
23618,514
12898,514
24369,515
28825,515
30398,517
8927,517
20303,519
2107,520
22772,521
29071,522
3623,526
14788,526
9382,528
21640,528
28950,529
116,530
18034,531
8287,531
8505,533
5612,533
27440,535
22637,537
1839,537
28477,540
20896,544
30006,544
477,545
3237,546
29505,547
14465,549
25308,549
4133,551
7358,551
